53
1	723	1210	-0.941545	0.336887
1	723	1211	-0.904060	0.427407
1	723	1212	-0.860488	0.509470
1	723	1213	-0.815304	0.579033
1	723	1214	-0.764320	0.644838
1	724	1215	-0.758390	0.651801
1	724	1216	-0.708582	0.705628
1	725	1217	-0.704211	0.709991
1	726	1218	-0.703047	0.711143
1	727	1219	-0.699236	0.714891
1	728	1220	-0.695178	0.718837
1	729	1221	-0.658027	0.752994
1	730	1222	-0.625944	0.779868
1	731	1223	-0.595900	0.803059
1	732	1223	-0.540885	0.841096
1	733	1223	-0.491839	0.870686
1	734	1224	-0.454773	0.890607
1	735	1224	-0.403863	0.914820
1	736	1225	-0.366272	0.930508
1	737	1225	-0.313231	0.949677
1	738	1225	-0.264792	0.964305
1	739	1225	-0.221853	0.975080
1	740	1226	-0.190290	0.981728
1	741	1226	-0.159169	0.987251
1	742	1226	-0.137817	0.990458
1	743	1226	-0.100072	0.994980
1	744	1226	-0.059210	0.998246
1	745	1226	-0.030261	0.999542
1	746	1226	0.000000	1.000000
1	747	1226	0.030261	0.999542
1	748	1226	0.059210	0.998246
1	749	1226	0.086659	0.996238
1	750	1226	0.125781	0.992058
1	751	1226	0.148413	0.988926
1	752	1226	0.180816	0.983517
1	753	1225	0.201470	0.979495
1	754	1225	0.234081	0.972217
1	755	1225	0.273428	0.961893
1	756	1225	0.318643	0.947875
1	757	1224	0.355291	0.934756
1	758	1224	0.402093	0.915599
1	759	1224	0.451517	0.892263
1	760	1223	0.481799	0.876282
1	761	1223	0.526489	0.850182
1	762	1222	0.554082	0.832462
1	763	1222	0.597955	0.801530
1	764	1221	0.626511	0.779413
1	765	1220	0.656918	0.753962
1	766	1219	0.683912	0.729564
1	767	1218	0.710659	0.703537
1	768	1217	0.740161	0.672429
1	769	1216	0.767294	0.641295
1	770	1215	0.791259	0.611481
1	771	1214	0.814610	0.580008
1	771	1213	0.853104	0.521741
1	772	1212	0.870522	0.492129
1	772	1211	0.899092	0.437761
1	772	1210	0.922628	0.385691
1	773	1209	0.937148	0.348931
1	773	1208	0.955186	0.296005
1	773	1207	0.968648	0.248437
1	773	1206	0.978348	0.206967
1	773	1205	0.985021	0.172436
1	773	1204	0.987376	0.158396
1	773	1203	0.988318	0.152407
1	774	1202	0.989964	0.141320
1	774	1201	0.990383	0.138353
1	774	1200	0.989515	0.144427
1	774	1199	0.989338	0.145636
1	774	1198	0.987787	0.155813
1	774	1197	0.984531	0.175210
1	774	1196	0.981823	0.189801
1	774	1195	0.977079	0.212879
1	775	1194	0.974571	0.224078
1	775	1193	0.972480	0.232985
1	775	1192	0.968479	0.249096
1	775	1191	0.958848	0.283919
1	776	1190	0.952989	0.303006
1	776	1189	0.943144	0.332386
1	776	1188	0.930296	0.366809
1	777	1187	0.924031	0.382318
1	777	1186	0.913100	0.407736
1	778	1185	0.904072	0.427379
1	778	1184	0.891396	0.453226
1	778	1183	0.877026	0.480443
1	779	1182	0.869778	0.493443
1	780	1181	0.858241	0.513247
1	780	1180	0.842373	0.538895
1	781	1179	0.828017	0.560703
1	782	1178	0.813428	0.581666
1	782	1177	0.796435	0.604725
1	783	1176	0.782451	0.622712
1	784	1175	0.766376	0.642393
1	785	1174	0.747859	0.663857
1	785	1173	0.727840	0.685747
1	786	1172	0.713727	0.700423
1	787	1172	0.694664	0.719334
1	788	1171	0.673136	0.739518
1	789	1170	0.656854	0.754018
1	790	1169	0.636431	0.771333
1	791	1168	0.618316	0.785929
1	792	1167	0.602196	0.798349
1	793	1167	0.579063	0.815283
1	794	1166	0.560914	0.827874
1	795	1165	0.548861	0.835914
1	796	1165	0.528956	0.848649
1	797	1164	0.523908	0.851775
1	798	1164	0.500562	0.865701
1	799	1163	0.488828	0.872380
1	800	1163	0.471858	0.881675
1	801	1162	0.456620	0.889662
1	802	1162	0.448144	0.893961
1	803	1161	0.441752	0.897137
1	804	1161	0.423536	0.905879
1	805	1160	0.418016	0.908440
1	806	1160	0.410804	0.911724
1	807	1159	0.407876	0.913037
1	808	1159	0.401865	0.915699
1	809	1158	0.401672	0.915784
1	810	1158	0.396978	0.917828
1	811	1158	0.385942	0.922523
1	812	1157	0.387388	0.921917
1	813	1157	0.378308	0.925680
1	814	1157	0.384506	0.923123
1	815	1156	0.387738	0.921770
1	816	1156	0.395266	0.918567
1	817	1155	0.401187	0.915996
1	818	1155	0.420404	0.907337
1	819	1154	0.427246	0.904135
1	820	1154	0.445901	0.895082
1	821	1154	0.468565	0.883429
1	822	1153	0.480836	0.876810
1	823	1153	0.514547	0.857462
1	824	1152	0.534769	0.844998
1	825	1151	0.558473	0.829523
1	826	1151	0.597722	0.801703
1	827	1150	0.627295	0.778782
1	828	1149	0.666420	0.745576
1	829	1149	0.718203	0.695834
1	830	1148	0.760773	0.649018
1	831	1147	0.791399	0.611300
1	832	1146	0.802172	0.597093
1	832	1145	0.865611	0.500717
1	833	1144	0.822738	0.568421
1	833	1143	0.861077	0.508475
1	833	1142	0.853802	0.520597
1	833	1141	-0.133555	-0.991041
1	832	1140	0.618223	-0.786003
1	831	1139	0.669925	-0.742428
1	830	1138	0.613520	-0.789679
1	829	1138	0.462019	-0.886870
1	828	1138	0.368054	-0.929805
1	827	1138	0.290725	-0.956807
1	826	1138	0.213347	-0.976976
1	825	1138	0.142457	-0.989801
1	824	1138	0.081355	-0.996685
1	823	1138	0.029218	-0.999573
1	822	1138	-0.027709	-0.999616
1	821	1138	-0.070797	-0.997491
1	820	1138	-0.099299	-0.995058
1	819	1138	-0.112479	-0.993654
1	818	1138	-0.136403	-0.990653
1	817	1138	-0.156531	-0.987673
1	816	1139	-0.168487	-0.985704
1	815	1139	-0.192318	-0.981333
1	814	1139	-0.211194	-0.977444
1	813	1139	-0.225406	-0.974265
1	812	1140	-0.244145	-0.969739
1	811	1140	-0.257979	-0.966150
1	810	1140	-0.266533	-0.963826
1	809	1140	-0.282078	-0.959392
1	808	1141	-0.286928	-0.957952
1	807	1141	-0.286928	-0.957952
1	806	1141	-0.292960	-0.956125
1	805	1142	-0.300778	-0.953694
1	804	1142	-0.314000	-0.949423
1	803	1142	-0.320787	-0.947151
1	802	1143	-0.328778	-0.944407
1	801	1143	-0.340495	-0.940246
1	800	1143	-0.346243	-0.938145
1	799	1144	-0.352279	-0.935895
1	798	1144	-0.351475	-0.936197
1	797	1144	-0.366653	-0.930358
