0	0.0866507	0.362503	0.614552	0.952456	0.720359	0.50587	0.452484	0.230234	0.771014	0.317462	0.671195	0.530994	0.665177	0.702111	0.599663	0.620036	0.700047	0.644778	0.652289	0.759614	0.84165	0.613053	0.46975	0.0319833	0.685265	0.955042	0.603037	0.730168	0.739758	0.601297	0.753073	0.824849	0.904211	0.683084	0.949863	0.627663	0.633138	0.731357	0.799854	0.75128	0.744159	0.753363	0.190318	0.134245	0.14048	0.412149	0.168567	0.508099	0.139129	0.276782	0.820368	0.191487	0.715652	0.760616	0.754291	0.191571	0.761231	0.772002	0.952007	0.972534	0.0304206	0.969795	0.0419768	0.368875	0.798773	0.585273	0.388682	0.956234	0.81313	0.816979	0.186369	0.777613	0.773817	0.698469	0.988492	0.349917	0.131447	0.897159	0.899711	0.491256	0.735217	0.691778	0.623948	0.19872	0.252665	0.310421	0.54199	
0.0866507	0	0.858432	0.206992	0.631042	0.928949	0.80358	0.772184	0.549781	0.445054	0.433987	0.326957	0.230671	0.459275	0.550718	0.398332	0.444184	0.695864	0.29876	0.306554	0.439697	0.581739	0.270008	0.158656	0.0400399	0.336881	0.723923	0.27242	0.453542	0.471453	0.260274	0.407806	0.495255	0.62212	0.33955	0.696449	0.299422	0.306016	0.449026	0.59605	0.457018	0.445357	0.475511	0.479275	0.440463	0.00214049	0.165238	0.403249	0.206824	0.436021	0.609552	0.514704	0.482051	0.467792	0.451206	0.441556	0.481959	0.438398	0.450714	0.713647	0.760118	0.0400282	0.845166	0.781591	0.337321	0.0664828	0.175042	0.352026	0.17259	0.0765306	0.532918	0.517966	0.503213	0.496095	0.377022	0.808275	0.357325	0.635642	0.735971	0.741382	0.124245	0.412976	0.0834286	0.284594	0.473471	0.575497	0.650198	0.220264	
0.362503	0.858432	0	0.17626	0.41258	0.72731	0.98177	0.783579	0.661026	0.318456	0.321495	0.216154	0.261736	0.543779	0.647956	0.519074	0.573304	0.841735	0.886804	0.196417	0.336009	0.493556	0.179473	0.901252	0.675056	0.137433	0.78525	0.225834	0.434652	0.455631	0.0833134	0.196751	0.274169	0.561556	0.119778	0.223734	0.252015	0.259316	0.422583	0.592712	0.401684	0.388584	0.439618	0.573807	0.634333	0.111356	0.0011403	0.457205	0.238164	0.598989	0.193979	0.382904	0.319659	0.487996	0.733153	0.355444	0.320047	0.652587	0.163846	0.402248	0.455151	0.225078	0.69071	0.517712	0.106221	0.221659	0.0031082	0.256011	0.526957	0.26475	0.438501	0.782796	0.453633	0.445487	0.782137	0.513207	0.150077	0.403211	0.597386	0.60762	0.180902	0.616734	0.0261964	0.207268	0.542367	0.67566	0.754517	0.203762	
0.614552	0.206992	0.17626	0	0.0467168	0.291252	0.534998	0.691012	0.906834	0.00799307	0.00620648	0.00328287	0.0326587	0.10023	0.16176	0.107154	0.133615	0.351513	0.894008	0.00655785	0.00772637	0.0618623	0.0117969	0.774494	0.238626	0.0418129	0.718264	0.00884974	0.0334997	0.0410505	0.0661261	0.031854	0.0382202	0.128873	0.0608286	0.701166	0.00518277	0.00474447	0.0289339	0.110227	0.0212337	0.0175664	0.0339282	0.967372	0.00656885	0.39399	0.576741	0.0287334	0.813362	0.957027	0.959712	0.0254006	0.783446	0.0585944	0.967772	0.0102001	0.016447	0.102296	0.10306	0.182679	0.210851	0.556922	0.257364	0.199874	0.0766033	0.179241	0.233579	9.56059e-05	0.589198	0.199704	0.0374937	0.00388369	0.0390626	0.035928	0.0031949	0.247696	0.0407193	0.0870532	0.681334	0.68661	0.00527883	0.00437999	0.183718	0.00655019	0.958094	0.994705	0.874549	0.0241325	
0.952456	0.631042	0.41258	0.0467168	0	0.0376688	0.420636	0.294773	0.593405	0.702833	0.140643	0.610778	0.448007	0.55657	0.593403	0.489244	0.508024	0.603765	0.588244	0.594709	0.685523	0.75934	0.555229	0.40794	0.0175059	0.657313	0.907911	0.531906	0.636403	0.644805	0.581054	0.718196	0.784397	0.892964	0.664807	0.916762	0.552911	0.557347	0.639205	0.702856	0.664645	0.65842	0.662015	0.672002	0.1881	0.131607	0.441303	0.257447	0.428948	0.740452	0.690647	0.74972	0.716675	0.614887	0.681105	0.675595	0.271491	0.759088	0.769577	0.944757	0.964551	0.899662	0.92027	0.00101578	0.196362	0.603204	0.431538	0.193062	0.917363	0.626231	0.736461	0.672286	0.688155	0.684747	0.61961	0.00496855	0.169439	0.0231475	0.0844255	0.943205	0.240315	0.65957	0.502243	0.559592	0.826187	0.726659	0.541426	0.471662	
0.720359	0.928949	0.72731	0.291252	0.0376688	0	0.735298	0.0319954	0.198075	0.271743	0.255218	0.214207	0.0833324	0.163363	0.224285	0.116734	0.142876	0.356232	0.206261	0.208538	0.251029	0.322869	0.182999	0.0954973	0.14617	0.314313	0.520013	0.146199	0.203214	0.211826	0.284376	0.342486	0.38556	0.554853	0.343859	0.542038	0.154074	0.155548	0.204874	0.289505	0.226337	0.221068	0.225085	0.232986	0.609703	0.138804	0.360427	0.686216	0.0781921	0.299877	0.268164	0.311601	0.467904	0.192325	0.2431	0.238944	0.713017	0.456984	0.464505	0.627775	0.656804	0.223048	0.593771	0.623971	0.362296	0.0172559	0.356361	0.208995	0.818688	0.0068731	0.295261	0.242704	0.249263	0.245599	0.19482	0.689104	0.327187	0.475315	0.787708	0.791216	0.607829	0.22846	0.199019	0.174066	0.401232	0.285219	0.164365	0.112982	
0.50587	0.80358	0.98177	0.534998	0.420636	0.735298	0	0.178906	0.126647	0.203729	0.207667	0.123359	0.187787	0.438026	0.539413	0.425427	0.476937	0.752047	0.784094	0.108653	0.220873	0.363074	0.0993971	0.107305	0.694811	0.0586412	0.381846	0.14171	0.318385	0.337556	0.0254306	0.10144	0.163296	0.211659	0.0468866	0.316757	0.161411	0.167197	0.306472	0.467149	0.283647	0.272029	0.320029	0.298164	0.758278	0.165112	0.0134761	0.587119	0.170588	0.279723	0.690862	0.258967	0.116262	0.373191	0.603733	0.239499	0.645027	0.0769643	0.0838681	0.291591	0.342235	0.728811	0.563601	0.394836	0.0387891	0.213486	0.00795516	0.156284	0.418295	0.258018	0.311782	0.660296	0.330621	0.323146	0.656447	0.399831	0.067286	0.277569	0.297769	0.303377	0.125521	0.211398	0.0290663	0.121948	0.285664	0.309469	0.115103	0.132604	
0.452484	0.772184	0.783579	0.691012	0.294773	0.0319954	0.178906	0	0.0152133	0.0559806	0.0497129	0.0203889	0.00413084	0.114832	0.191669	0.101175	0.135438	0.393557	0.0176436	0.0182387	0.0513144	0.133547	0.0113253	0.00868195	0.369469	0.0698875	0.253218	0.00329223	0.0667041	0.0775817	0.0700408	0.0799167	0.108665	0.233609	0.0905961	0.24631	0.00673687	0.00787106	0.0624572	0.169598	0.0613363	0.0553148	0.0748213	0.0691544	0.873109	0.223754	0.217114	0.848031	0.00322774	0.0908256	0.0481389	0.0897233	0.445923	0.0877618	0.0560847	0.0516454	0.908904	0.161367	0.165551	0.306244	0.342479	0.541021	0.385429	0.332237	0.105929	0.080128	0.200641	0.0216801	0.516263	0.0967534	0.100164	0.0426124	0.0881864	0.0837158	0.026524	0.386552	0.0749979	0.189298	0.46825	0.472377	0.923477	0.0398394	0.117131	0.00836715	0.900853	0.094797	0.00626135	0.000241458	
0.230234	0.549781	0.661026	0.906834	0.593405	0.198075	0.126647	0.0152133	0	0.000722468	0.000362664	0.0206175	0.063687	0.0815299	0.125638	0.0998835	0.117238	0.291052	0.031812	0.0285022	0.00015536	0.0251964	0.0407909	0.964548	0.518776	0.0647624	0.0807467	0.0343524	0.0189288	0.0227802	0.105779	0.0394502	0.0276508	0.100796	0.0855457	0.0825	0.0246179	0.0226655	0.0155793	0.0677132	0.00753993	0.00631496	0.0156509	0.991893	0.981166	0.697799	0.789759	0.116578	0.968703	0.98609	0.995874	0.00417045	0.576136	0.0398076	0.971891	0.00124002	0.0535729	0.111727	0.110045	0.138052	0.1572	0.321478	0.178082	0.138292	0.103408	0.246491	0.300901	0.0108189	0.31395	0.263787	0.010565	0.953185	0.0158736	0.0141896	0.00666168	0.184914	0.0596258	0.0491664	0.309182	0.31128	0.0166895	0.00161555	0.261032	0.0312156	0.985002	0.999307	0.00151715	0.0599959	
0.771014	0.445054	0.318456	0.00799307	0.702833	0.271743	0.203729	0.0559806	0.000722468	0	0.0075874	0.00863421	0.933331	0.141434	0.862223	0.158317	0.183889	0.519774	0.918956	0.976452	0.95274	0.918473	0.964157	0.0424002	0.394105	0.808056	0.793584	0.9668	0.967101	0.917265	0.92771	0.963529	0.940479	0.923769	0.0377062	0.718091	0.975416	0.977031	0.811969	0.655152	0.0117439	0.988865	0.976979	0.0125059	0.016314	0.566104	0.695492	0.0517842	0.00908291	0.0141667	0.00308689	0.965965	0.0116193	0.949106	0.0111415	0.996337	0.0117155	0.0015741	0.965857	0.12021	0.146936	0.611442	0.223062	0.145308	0.0501345	0.245305	0.217945	0.00821647	0.676871	0.272022	0.962181	0.0367186	0.881063	0.978868	0.991653	0.18264	0.0209423	0.0501795	0.763604	0.768609	0.0447216	0.00469273	0.200021	0.971923	0.021522	0.00138295	0.00976044	0.0535893	
