0.000862412	0.335665	15.6838	
0.668091	1.38933	6.03065	
0.755153	1.51646	8.99195	
0.000954543	0.294863	20.1051	
0.00117636	0.362529	11.8665	
0.701415	1.05619	5.80343	
0.615215	0.920025	20.2235	
0.00116912	0.386136	9.12695	
0.00102259	0.305253	14.4166	
0.000942201	0.296283	14.3247	
0.000804217	0.302906	12.4371	
0.000799381	0.316322	37.2129	
0.00101184	0.33757	6.46608	
0.000975492	0.300467	18.2152	
0.000936767	0.302717	15.1008	
0.000886674	0.300499	6.56962	
0.000770934	0.346058	7.09862	
0.000909574	0.330119	9.74894	
0.00097058	0.3526	28.683	
0.000947162	0.316725	6.65752	
0.000953198	0.293561	31.3195	
0.000942577	0.29815	36.6834	
0.00095294	0.355963	6.26097	
0.00109302	0.348988	5.81975	
1.01663	1.05506	4.14947	
0.000762973	0.304526	8.87507	
0.000784766	0.373483	15.8389	
0.000951978	0.349784	9.17474	
0.001074	0.34382	16.6254	
0.00105492	0.310645	5.36472	
0.000911449	0.35526	18.1225	
0.000925937	0.294165	8.93287	
0.00101513	0.307067	5.74691	
0.000843523	0.317383	6.39095	
0.000858512	0.309471	20.553	
0.00091717	0.366825	7.28381	
0.00101293	0.35937	21.7132	
0.000988008	0.323574	29.215	
0.00103015	0.290254	7.6341	
0.00101397	0.291352	24.7532	
0.000988412	0.30205	4.78288	
0.00105186	0.308125	7.99164	
0.00107134	0.296529	7.63667	
0.00103486	0.29473	8.55871	
0.00113814	0.334613	10.2419	
0.501985	1.06499	6.69241	
0.559937	0.997588	9.22576	
0.00115082	0.336965	25.9341	
0.00127838	0.291465	3.39694	
0.00109183	0.294311	5.13171	
0.00102495	0.300241	1.52581	
0.0010331	0.294429	4.70999	
0.000981369	0.305915	4.84277	
0.00105901	0.302486	5.00026	
0.000974766	0.305247	12.9856	
0.00108094	0.294115	13.5732	
0.00106093	0.298891	10.7108	
0.00110638	0.30438	22.4914	
0.0010732	0.30471	15.393	
0.000953871	0.389719	11.8794	
0.000902242	0.401324	7.77042	
0.000653639	0.350238	4.2044	
0.000834364	0.442056	8.98379	
0.000920047	0.316576	11.1907	
0.00092465	0.326179	53.3703	
0.880476	1.47509	9.64281	
0.902777	1.44995	9.37693	
0.000912673	0.339192	16.1085	
0.000973446	0.316241	2.82291	
0.464943	0.736936	5.57154	
0.00118014	5.4403	0.258812	
0.000989824	3.08663	0.280165	
0.00109592	13.3619	0.296867	
0.00103609	13.879	0.28955	
0.000969518	10.1315	0.289954	
0.000800614	6.73103	0.397411	
0.000879791	3.58458	0.281853	
0.000837119	14.1227	0.272347	
0.000749866	5.97134	0.358243	
0.000819541	12.711	0.4648	
0.313957	0.00585146	15.2786	
0.29172	0.00587767	15.6471	
0.334217	0.00505395	12.9363	
0.306245	0.00499899	6.66317	
0.29248	0.00572158	8.45878	
0.3028	0.00549013	4.76016	
0.300207	10.4819	0.00381406	
10.3012	0.00578767	0.308497	
